FPS, FrameIndex, NumFramePresents, NumMisPresented, NumDroppedFrames, ReprojectionMotion, PredictedFrames, ThrottledFrames, SystemTimeInMs, PreSubmitGpuMs, PostSubmitGpuMs, TotalRenderGpuMs, CompositorRenderGpuMs, CompositorRenderCpuMs, CompositorIdleCpuMs, ClientFrameIntervalMs, WaitGetPosesCalledMs, NewPosesReadyMs, NewFrameReadyMs, CompositorUpdateStartMs, CompositorUpdateEndMs, CompositorRenderStartMs
54, 7321, 1, 0, 0, 1, 2, 0, 107430, 0, 0, 0.29248, 0.09248, 0.3747, 13.3433, 0, 0, -2.98521, 0, -2.98271, -2.97821, -2.90811
54, 7322, 1, 0, 0, 1, 2, 0, 107444, 0, 0, 0.2896, 0.0896, 0.3658, 13.3564, 0, 0, -2.95261, 0, -2.95001, -2.94511, -2.88081
54, 7323, 1, 0, 0, 1, 2, 0, 107458, 0, 0, 0.289408, 0.089408, 0.4992, 13.1926, 0, 0, -2.91011, 0, -2.90661, -2.90011, -2.80511
54, 7324, 1, 0, 0, 1, 2, 0, 107472, 0, 0, 0.291392, 0.091392, 0.5008, 13.281, 0, 0, -2.75861, 0, -2.75551, -2.75091, -2.68221
54, 7325, 1, 0, 0, 1, 2, 0, 107486, 0, 0, 0.289728, 0.089728, 0.3385, 13.3057, 0, 0, -2.86761, 0, -2.86531, -2.86071, -2.74591
54, 7326, 1, 0, 0, 1, 2, 0, 107500, 0, 0, 0.293312, 0.093312, 0.45, 13.3203, 0, 0, -2.84831, 0, -2.84581, -2.84111, -2.75701
54, 7327, 1, 0, 0, 1, 2, 0, 107513, 0, 0, 0.294944, 0.094944, 0.7175, 12.9052, 0, 0, -2.74401, 0, -2.74121, -2.73581, -2.62671
54, 7328, 1, 0, 0, 1, 2, 0, 107527, 0, 0, 0.289472, 0.089472, 0.4329, 13.2455, 0, 0, -2.71241, 0, -2.70941, -2.70321, -2.60041
54, 7329, 1, 0, 0, 1, 2, 0, 107541, 0, 0, 0.291136, 0.091136, 0.346, 13.349, 0, 0, -2.70631, 0, -2.70401, -2.69931, -2.63691
55, 7330, 1, 0, 0, 1, 2, 0, 107555, 0, 0, 0.289728, 0.089728, 0.4159, 13.3024, 0, 0, -2.70661, 0, -2.70331, -2.69731, -2.62111
56, 7331, 1, 0, 0, 1, 2, 0, 107569, 0, 0, 0.292384, 0.092384, 0.3581, 13.3611, 0, 0, -2.72391, 0, -2.72131, -2.71681, -2.65401
56, 7332, 1, 0, 0, 1, 2, 0, 107583, 0, 0, 0.292608, 0.092608, 0.3956, 13.2973, 0, 0, -2.63261, 0, -2.63001, -2.62541, -2.55781
56, 7333, 1, 0, 0, 1, 2, 0, 107597, 0, 0, 0.290112, 0.090112, 0.4945, 13.2237, 0, 0, -2.66991, 0, -2.66741, -2.66291, -2.57341
57, 7334, 1, 0, 0, 1, 2, 0, 107611, 0, 0, 0.29104, 0.09104, 0.3811, 13.3687, 0, 0, -2.64931, 0, -2.64681, -2.64171, -2.57411
58, 7335, 1, 0, 0, 1, 2, 0, 107625, 0, 0, 0.293024, 0.093024, 0.3858, 13.3359, 0, 0, -2.62711, 0, -2.62441, -2.61991, -2.55561
59, 7336, 1, 0, 0, 1, 2, 0, 107639, 0, 0, 0.290336, 0.090336, 0.3512, 13.4164, 0, 0, -2.61811, 0, -2.61561, -2.61121, -2.54881
60, 7337, 1, 0, 0, 1, 2, 0, 107653, 0, 0, 0.297568, 0.097568, 0.3645, 13.3718, 0, 0, -2.55221, 0, -2.54981, -2.54491, -2.48321
61, 7338, 1, 0, 0, 1, 2, 0, 107667, 0, 0, 0.292192, 0.092192, 0.3691, 13.3535, 0, 0, -2.51631, 0, -2.51381, -2.50911, -2.44591
62, 7339, 1, 0, 0, 1, 2, 0, 107681, 0, 0, 0.292352, 0.092352, 0.3907, 13.3012, 0, 0, -2.48651, 0, -2.48401, -2.47941, -2.35751
63, 7340, 1, 0, 0, 1, 2, 0, 107694, 0, 0, 0.289952, 0.089952, 0.3507, 13.3766, 0, 0, -2.46511, 0, -2.46271, -2.45801, -2.39191
63, 7341, 1, 0, 0, 1, 2, 0, 107708, 0, 0, 0.289504, 0.089504, 0.4624, 13.236, 0, 0, -2.40201, 0, -2.39861, -2.39281, -2.33061
64, 7342, 1, 0, 0, 1, 2, 0, 107722, 0, 0, 0.29072, 0.09072, 0.4602, 13.9821, 0, 0, -2.31921, 0, -2.31651, -2.31191, -2.23121
65, 7343, 1, 0, 0, 1, 2, 0, 107736, 0, 0, 0.28896, 0.08896, 0.4754, 13.2588, 0, 0, -1.49341, 0, -1.49091, -1.48581, -1.39851
66, 7344, 1, 0, 0, 1, 2, 0, 107750, 0, 0, 0.287584, 0.087584, 0.358, 13.2699, 0, 0, -1.47781, 0, -1.47541, -1.47091, -1.40011
67, 7345, 1, 0, 0, 1, 2, 0, 107764, 0, 0, 0.29024, 0.09024, 0.3297, 13.4561, 0, 0, -1.57291, 0, -1.57061, -1.56561, -1.50711
68, 7346, 1, 0, 0, 1, 2, 0, 107778, 0, 0, 0.291456, 0.091456, 0.3938, 13.0641, 0, 0, -1.52171, 0, -1.51901, -1.51461, -1.39701
69, 7347, 1, 0, 0, 1, 2, 0, 107792, 0, 0, 0.287168, 0.087168, 0.3524, 13.4145, 0, 0, -1.64781, 0, -1.64541, -1.64101, -1.57641
69, 7348, 1, 0, 0, 1, 2, 0, 107806, 0, 0, 0.288512, 0.088512, 0.4006, 13.0459, 0, 0, -1.60551, 0, -1.60321, -1.59891, -1.47641
70, 7349, 1, 0, 0, 1, 2, 0, 107820, 0, 0, 0.288896, 0.088896, 0.344, 13.1083, 0, 0, -1.64431, 0, -1.64201, -1.63711, -1.52321
71, 7350, 1, 0, 0, 1, 2, 0, 107834, 0, 0, 0.287424, 0.087424, 0.3762, 13.2968, 0, 0, -1.81141, 0, -1.80921, -1.80481, -1.70231
71, 7351, 1, 0, 0, 1, 2, 0, 107848, 0, 0, 0.286336, 0.086336, 0.3936, 13.1585, 0, 0, -1.77411, 0, -1.77151, -1.76711, -1.64571
72, 7352, 1, 0, 0, 1, 2, 0, 107862, 0, 0, 0.288608, 0.088608, 0.3889, 13.1869, 0, 0, -1.81171, 0, -1.80931, -1.80451, -1.67421
72, 7353, 1, 0, 0, 1, 2, 0, 107875, 0, 0, 0.285856, 0.085856, 0.4071, 13.362, 0, 0, -1.91111, 0, -1.90881, -1.90441, -1.82031
73, 7354, 1, 0, 0, 1, 2, 0, 107889, 0, 0, 0.284992, 0.084992, 0.5255, 13.1013, 0, 0, -1.61561, 0, -1.61261, -1.60781, -1.54961
73, 7355, 1, 0, 0, 1, 2, 0, 107903, 0, 0, 0.289632, 0.089632, 0.3247, 13.409, 0, 0, -1.90511, 0, -1.90281, -1.89841, -1.83561
73, 7356, 1, 0, 0, 1, 2, 0, 107917, 0, 0, 0.285568, 0.085568, 0.3968, 13.2243, 0, 0, -1.85421, 0, -1.85111, -1.84301, -1.77111
73, 7357, 1, 0, 0, 1, 2, 0, 107931, 0, 0, 0.287776, 0.087776, 0.7553, 12.5428, 0, 0, -1.44091, 0, -1.43811, -1.43381, -1.31481
73, 7358, 1, 0, 0, 1, 2, 0, 107945, 0, 0, 0.290688, 0.090688, 0.3779, 13.3809, 0, 0, -2.00241, 0, -2.00011, -1.99461, -1.92231
73, 7359, 1, 0, 0, 1, 2, 0, 107959, 0, 0, 0.287456, 0.087456, 0.3238, 13.3773, 0, 0, -1.95691, 0, -1.95451, -1.94991, -1.88681
73, 7360, 1, 0, 0, 1, 2, 0, 107973, 0, 0, 0.287968, 0.087968, 0.3703, 13.3078, 0, 0, -1.89521, 0, -1.89281, -1.88821, -1.82561
73, 7361, 1, 0, 0, 1, 2, 0, 107987, 0, 0, 0.289088, 0.089088, 0.3325, 13.3942, 0, 0, -1.93081, 0, -1.92841, -1.92381, -1.79801
73, 7362, 1, 0, 0, 1, 2, 0, 108001, 0, 0, 0.2896, 0.0896, 0.3969, 13.273, 0, 0, -1.84241, 0, -1.83891, -1.83181, -1.76401
73, 7363, 1, 0, 0, 1, 2, 0, 108015, 0, 0, 0.290592, 0.090592, 0.3593, 13.3772, 0, 0, -1.91921, 0, -1.91691, -1.91261, -1.79951
73, 7364, 1, 0, 0, 1, 2, 0, 108029, 0, 0, 0.290528, 0.090528, 0.3807, 13.2452, 0, 0, -1.80391, 0, -1.80151, -1.79711, -1.67881
72, 7365, 1, 0, 0, 1, 2, 0, 108043, 0, 0, 0.287552, 0.087552, 0.3659, 13.2128, 0, 0, -1.80111, 0, -1.79871, -1.79431, -1.67801
72, 7366, 1, 0, 0, 1, 2, 0, 108056, 0, 0, 0.284032, 0.084032, 0.3934, 13.1814, 0, 0, -1.81281, 0, -1.81041, -1.80601, -1.69461
72, 7367, 1, 0, 0, 1, 2, 0, 108070, 0, 0, 0.289024, 0.089024, 0.408, 13.2549, 0, 0, -1.86621, 0, -1.86401, -1.85971, -1.74411
72, 7368, 1, 0, 0, 1, 2, 0, 108084, 0, 0, 0.28544, 0.08544, 0.3838, 13.1998, 0, 0, -1.80271, 0, -1.80021, -1.79591, -1.67901
72, 7369, 1, 0, 0, 1, 2, 0, 108098, 0, 0, 0.286848, 0.086848, 0.4762, 13.2859, 0, 0, -1.83231, 0, -1.82981, -1.82511, -1.73951
72, 7370, 1, 0, 0, 1, 2, 0, 108112, 0, 0, 0.287264, 0.087264, 0.4273, 13.2054, 0, 0, -1.68931, 0, -1.68711, -1.68271, -1.57941
72, 7371, 1, 0, 0, 1, 2, 0, 108126, 0, 0, 0.2864, 0.0864, 0.4032, 13.4527, 0, 0, -1.72881, 0, -1.72651, -1.72181, -1.65081
72, 7372, 1, 0, 0, 1, 2, 0, 108140, 0, 0, 0.285152, 0.085152, 0.3357, 13.4012, 0, 0, -1.57801, 0, -1.57561, -1.57121, -1.43771
72, 7373, 1, 0, 0, 1, 2, 0, 108154, 0, 0, 0.28896, 0.08896, 0.339, 13.2271, 0, 0, -1.51131, 0, -1.50891, -1.50431, -1.37691
72, 7374, 1, 0, 0, 1, 2, 0, 108168, 0, 0, 0.289024, 0.089024, 0.3824, 13.2492, 0, 0, -1.45111, 0, -1.44841, -1.44391, -1.33881
72, 7375, 1, 0, 0, 1, 2, 0, 108182, 0, 0, 0.287488, 0.087488, 0.3918, 13.1706, 0, 0, -1.39021, 0, -1.38801, -1.38321, -1.26741
72, 7376, 1, 0, 0, 1, 2, 0, 108196, 0, 0, 0.288352, 0.088352, 0.3721, 13.2584, 0, 0, -1.41441, 0, -1.41221, -1.40791, -1.32711
72, 7377, 1, 0, 0, 1, 2, 0, 108210, 0, 0, 0.287424, 0.087424, 0.4259, 13.3123, 0, 0, -1.35531, 0, -1.35291, -1.34851, -1.23231
72, 7378, 1, 0, 0, 1, 2, 0, 108224, 0, 0, 0.284832, 0.084832, 0.3458, 13.3588, 0, 0, -1.27641, 0, -1.27421, -1.26961, -1.17921
72, 7379, 1, 0, 0, 1, 2, 0, 108237, 0, 0, 0.289856, 0.089856, 0.437, 13.1148, 0, 0, -1.18521, 0, -1.18301, -1.17871, -1.06741
72, 7380, 1, 0, 0, 1, 2, 0, 108251, 0, 0, 0.285792, 0.085792, 0.3752, 13.3309, 0, 0, -1.11351, 0, -1.11131, -1.10681, -0.999211
72, 7381, 1, 0, 0, 1, 2, 0, 108265, 0, 0, 0.28784, 0.08784, 0.3598, 13.3712, 0, 0, -1.06181, 0, -1.05931, -1.05511, -0.949511
72, 7382, 1, 0, 0, 1, 2, 0, 108279, 0, 0, 0.288768, 0.088768, 0.3866, 13.2784, 0, 0, -1.00711, 0, -1.00441, -1.00001, -0.926911
72, 7383, 1, 0, 0, 1, 2, 0, 108293, 0, 0, 0.287904, 0.087904, 0.3741, 13.2572, 0, 0, -0.889511, 0, -0.887111, -0.882711, -0.766211
72, 7384, 1, 0, 0, 1, 2, 0, 108307, 0, 0, 0.288416, 0.088416, 0.3314, 13.5321, 0, 0, -0.808911, 0, -0.806511, -0.802011, -0.739011
72, 7385, 1, 0, 0, 1, 2, 0, 108321, 0, 0, 0.286592, 0.086592, 0.4084, 13.1396, 0, 0, -0.625811, 0, -0.623411, -0.618911, -0.501611
72, 7386, 1, 0, 0, 1, 2, 0, 108335, 0, 0, 0.287168, 0.087168, 0.4407, 13.2048, 0, 0, -0.626711, 0, -0.624411, -0.619711, -0.507311
72, 7387, 1, 0, 0, 1, 2, 0, 108349, 0, 0, 0.288416, 0.088416, 0.4135, 13.2478, 0, 0, -0.444211, 0, -0.441711, -0.437311, -0.323911
72, 7388, 1, 0, 0, 1, 2, 0, 108363, 0, 0, 0.288608, 0.088608, 0.3776, 13.478, 0, 0, -0.429811, 0, -0.427511, -0.423211, -0.359411
72, 7389, 1, 0, 0, 1, 2, 0, 108377, 0, 0, 0.285888, 0.085888, 0.3859, 13.3734, 0, 0, -0.280811, 0, -0.278411, -0.274111, -0.180011
72, 7390, 1, 0, 0, 1, 2, 0, 108391, 0, 0, 0.284576, 0.084576, 0.3605, 13.3667, 0, 0, -0.139911, 0, -0.137511, -0.132611, -0.021411
72, 7391, 1, 0, 0, 1, 2, 0, 108405, 0, 0, 0.290336, 0.090336, 0.3701, 13.4905, 0, 0, -0.081611, 0, -0.079211, -0.074911, 0.041389
72, 7392, 1, 0, 0, 1, 2, 0, 108418, 0, 0, 0.286464, 0.086464, 0.4224, 13.2821, 0, 0, 0.147289, 0, 0.149889, 0.154589, 0.271989
71, 7393, 1, 0, 0, 1, 1, 0, 108446, 0, 0, 0.289888, 0.089888, 0.3848, 13.3289, 0, 0, -13.651, 0, -13.6487, -13.6444, -13.535
71, 7394, 1, 0, 0, 1, 1, 0, 108460, 0, 0, 0.28976, 0.08976, 0.3918, 13.3499, 0, 0, -13.5136, 0, -13.5113, -13.5065, -13.4124
72, 7395, 1, 0, 0, 1, 2, 0, 108460, 0, 0, 0.286624, 0.086624, 0.3643, 13.0161, 0, 0, 0.463089, 0, 0.465589, 0.469989, 0.566589
72, 7396, 1, 0, 0, 1, 2, 0, 108474, 0, 0, 0.285888, 0.085888, 0.3585, 13.0414, 0, 0, 0.192189, 0, 0.194489, 0.199189, 0.314089
72, 7397, 1, 0, 0, 1, 2, 0, 108488, 0, 0, 0.28784, 0.08784, 0.425, 13.3093, 0, 0, -0.039711, 0, -0.037511, -0.033111, 0.048189
72, 7398, 1, 0, 0, 1, 2, 0, 108502, 0, 0, 0.286816, 0.086816, 0.3457, 13.3611, 0, 0, 0.072489, 0, 0.074789, 0.079189, 0.163889
72, 7399, 1, 0, 0, 1, 2, 0, 108516, 0, 0, 0.286368, 0.086368, 0.3407, 13.5579, 0, 0, 0.101689, 0, 0.104089, 0.108889, 0.166389
71, 7400, 1, 0, 0, 1, 1, 0, 108544, 0, 0, 0.289024, 0.089024, 0.3712, 13.5014, 0, 0, -13.6074, 0, -13.6049, -13.6002, -13.5383
71, 7401, 1, 0, 0, 1, 1, 0, 108558, 0, 0, 0.28688, 0.08688, 0.39, 13.4403, 0, 0, -13.4444, 0, -13.4405, -13.434, -13.3668
72, 7402, 1, 0, 0, 1, 2, 0, 108558, 0, 0, 0.28704, 0.08704, 0.385, 13.0338, 0, 0, 0.579689, 0, 0.582189, 0.586589, 0.718289
72, 7403, 1, 0, 0, 1, 2, 0, 108572, 0, 0, 0.285888, 0.085888, 0.3779, 12.805, 0, 0, 0.327689, 0, 0.329889, 0.334589, 0.442589
72, 7404, 1, 0, 0, 1, 2, 0, 108586, 0, 0, 0.28672, 0.08672, 0.3274, 13.4783, 0, 0, 0.012189, 0, 0.014489, 0.019089, 0.124789
72, 7405, 1, 0, 0, 1, 2, 0, 108599, 0, 0, 0.289344, 0.089344, 0.3058, 13.5115, 0, 0, 0.175889, 0, 0.178289, 0.182589, 0.298689
71, 7406, 1, 0, 0, 1, 1, 0, 108627, 0, 0, 0.28816, 0.08816, 0.8066, 12.9553, 0, 0, -13.1443, 0, -13.1414, -13.137, -13.0343
71, 7407, 1, 0, 0, 1, 1, 0, 108641, 0, 0, 0.28704, 0.08704, 0.364, 13.1982, 0, 0, -13.424, 0, -13.4217, -13.417, -13.306
72, 7408, 1, 0, 0, 1, 2, 0, 108641, 0, 0, 0.285856, 0.085856, 0.3049, 12.9996, 0, 0, 0.460689, 0, 0.462889, 0.466889, 0.581289
72, 7409, 1, 0, 0, 1, 2, 0, 108655, 0, 0, 0.285248, 0.085248, 0.3496, 13.1928, 0, 0, 0.104289, 0, 0.106489, 0.110889, 0.199889
72, 7410, 1, 0, 0, 1, 2, 0, 108669, 0, 0, 0.288032, 0.088032, 0.3772, 13.3594, 0, 0, -0.081811, 0, -0.079211, -0.074911, 0.046389
72, 7411, 1, 0, 0, 1, 2, 0, 108683, 0, 0, 0.286272, 0.086272, 0.3868, 13.4906, 0, 0, 0.043789, 0, 0.046189, 0.050589, 0.134989
71, 7412, 1, 0, 0, 1, 1, 0, 108711, 0, 0, 0.290784, 0.090784, 0.4264, 13.3558, 0, 0, -13.6572, 0, -13.6542, -13.6485, -13.5579
71, 7413, 1, 0, 0, 1, 1, 0, 108725, 0, 0, 0.287232, 0.087232, 0.369, 13.3943, 0, 0, -13.5276, 0, -13.5251, -13.5208, -13.4005
72, 7414, 1, 0, 0, 1, 2, 0, 108725, 0, 0, 0.28752, 0.08752, 0.3489, 13.2627, 0, 0, 0.443889, 0, 0.446089, 0.450489, 0.542889
72, 7415, 1, 0, 0, 1, 2, 0, 108739, 0, 0, 0.28864, 0.08864, 0.4152, 12.8394, 0, 0, 0.404089, 0, 0.406489, 0.411189, 0.527589
72, 7416, 1, 0, 0, 1, 2, 0, 108753, 0, 0, 0.28784, 0.08784, 0.4014, 13.3954, 0, 0, 0.011989, 0, 0.014389, 0.019189, 0.108189
71, 7417, 1, 0, 0, 1, 1, 0, 108780, 0, 0, 0.289472, 0.089472, 0.3424, 13.4015, 0, 0, -13.7164, 0, -13.714, -13.7099, -13.5943
71, 7418, 1, 0, 0, 1, 1, 0, 108794, 0, 0, 0.28896, 0.08896, 0.3215, 13.4428, 0, 0, -13.5691, 0, -13.5668, -13.5626, -13.4638
72, 7419, 1, 0, 0, 1, 2, 0, 108794, 0, 0, 0.288, 0.088, 0.4167, 12.9626, 0, 0, 0.508389, 0, 0.511489, 0.516989, 0.622489
72, 7420, 1, 0, 0, 1, 2, 0, 108808, 0, 0, 0.28672, 0.08672, 0.3669, 13.0316, 0, 0, 0.289389, 0, 0.291689, 0.296189, 0.418389
72, 7421, 1, 0, 0, 1, 2, 0, 108822, 0, 0, 0.287936, 0.087936, 0.3843, 13.3576, 0, 0, 0.060289, 0, 0.062989, 0.067589, 0.179389
71, 7422, 1, 0, 0, 1, 1, 0, 108850, 0, 0, 0.288736, 0.088736, 0.3944, 13.4688, 0, 0, -13.7456, 0, -13.7433, -13.7389, -13.6388
71, 7423, 1, 0, 0, 1, 1, 0, 108864, 0, 0, 0.285856, 0.085856, 0.3503, 13.594, 0, 0, -13.5573, 0, -13.5548, -13.5503, -13.4644
71, 7424, 1, 0, 0, 1, 1, 0, 108878, 0, 0, 0.290528, 0.090528, 0.439, 12.773, 0, 0, -13.3079, 0, -13.3055, -13.3011, -13.1848
72, 7425, 1, 0, 0, 1, 2, 0, 108878, 0, 0, 0.286368, 0.086368, 0.4781, 12.8639, 0, 0, 0.320889, 0, 0.323089, 0.327489, 0.442989
72, 7426, 1, 0, 0, 1, 2, 0, 108892, 0, 0, 0.288128, 0.088128, 0.4234, 12.9319, 0, 0, 0.100789, 0, 0.103189, 0.110789, 0.183889
72, 7427, 1, 0, 0, 1, 2, 0, 108906, 0, 0, 0.28848, 0.08848, 0.3356, 13.5372, 0, 0, -0.086111, 0, -0.083911, -0.079211, -1.10078e-05
72, 7428, 1, 0, 0, 1, 2, 0, 108920, 0, 0, 0.285088, 0.085088, 0.403, 13.5299, 0, 0, 0.094589, 0, 0.097689, 0.103689, 0.207089
71, 7429, 1, 0, 0, 1, 1, 0, 108948, 0, 0, 0.288512, 0.088512, 0.394, 13.2608, 0, 0, -13.5772, 0, -13.5747, -13.5702, -13.4447
71, 7430, 1, 0, 0, 1, 1, 0, 108961, 0, 0, 0.287776, 0.087776, 0.3919, 13.3717, 0, 0, -13.4208, 0, -13.4182, -13.4135, -13.3
71, 7431, 1, 0, 0, 1, 1, 0, 108975, 0, 0, 0.288608, 0.088608, 0.3752, 12.9284, 0, 0, -13.292, 0, -13.2897, -13.2853, -13.1626
72, 7432, 1, 0, 0, 1, 2, 0, 108975, 0, 0, 0.288192, 0.088192, 0.4149, 12.9805, 0, 0, 0.349389, 0, 0.351589, 0.355989, 0.481589
72, 7433, 1, 0, 0, 1, 2, 0, 108989, 0, 0, 0.286464, 0.086464, 0.4184, 13.0183, 0, 0, 0.095289, 0, 0.097789, 0.102589, 0.232389
72, 7434, 1, 0, 0, 1, 2, 0, 109003, 0, 0, 0.288512, 0.088512, 0.4305, 13.4416, 0, 0, -0.093011, 0, -0.090811, -0.086311, 0.030889
72, 7435, 1, 0, 0, 1, 2, 0, 109017, 0, 0, 0.291424, 0.091424, 0.3402, 13.3805, 0, 0, 0.147289, 0, 0.149789, 0.154189, 0.267289
71, 7436, 1, 0, 0, 1, 1, 0, 109045, 0, 0, 0.289984, 0.089984, 0.3829, 13.507, 0, 0, -13.6738, 0, -13.6716, -13.6674, -13.5586
71, 7437, 1, 0, 0, 1, 1, 0, 109059, 0, 0, 0.285728, 0.085728, 0.5762, 13.2169, 0, 0, -13.2693, 0, -13.2519, -13.2472, -13.1751
71, 7438, 1, 0, 0, 1, 1, 0, 109073, 0, 0, 0.287264, 0.087264, 0.4085, 12.9938, 0, 0, -13.2571, 0, -13.2547, -13.25, -13.1335
72, 7439, 1, 0, 0, 1, 2, 0, 109073, 0, 0, 0.287584, 0.087584, 0.3904, 13.0574, 0, 0, 0.370989, 0, 0.373289, 0.377589, 0.486889
72, 7440, 1, 0, 0, 1, 2, 0, 109087, 0, 0, 0.285984, 0.085984, 0.5324, 12.8684, 0, 0, 0.234089, 0, 0.236689, 0.244489, 0.329389
72, 7441, 1, 0, 0, 1, 2, 0, 109101, 0, 0, 0.288992, 0.088992, 0.3818, 13.4048, 0, 0, -0.016911, 0, -0.014411, -0.010211, 0.107289
72, 7442, 1, 0, 0, 1, 2, 0, 109115, 0, 0, 0.2888, 0.0888, 0.3811, 13.4605, 0, 0, 0.172389, 0, 0.174689, 0.179889, 0.250589
71, 7443, 1, 0, 0, 1, 1, 0, 109142, 0, 0, 0.28832, 0.08832, 0.673, 12.866, 0, 0, -13.0917, 0, -13.089, -13.0844, -12.9801
71, 7444, 1, 0, 0, 1, 1, 0, 109156, 0, 0, 0.286656, 0.086656, 0.3357, 13.4162, 0, 0, -13.473, 0, -13.4708, -13.4664, -13.3513
72, 7445, 1, 0, 0, 1, 2, 0, 109156, 0, 0, 0.286656, 0.086656, 0.3383, 13.0936, 0, 0, 0.530689, 0, 0.532889, 0.537589, 0.640389
72, 7446, 1, 0, 0, 1, 2, 0, 109170, 0, 0, 0.288416, 0.088416, 0.3777, 13.0757, 0, 0, 0.263589, 0, 0.265889, 0.270289, 0.389689
72, 7447, 1, 0, 0, 1, 2, 0, 109184, 0, 0, 0.286432, 0.086432, 0.4889, 13.372, 0, 0, 0.040789, 0, 0.043089, 0.047489, 0.151289
71, 7448, 1, 0, 0, 1, 1, 0, 109212, 0, 0, 0.289024, 0.089024, 0.4033, 13.4581, 0, 0, -13.6822, 0, -13.6798, -13.6752, -13.5814
71, 7449, 1, 0, 0, 1, 1, 0, 109226, 0, 0, 0.286624, 0.086624, 0.3713, 13.3668, 0, 0, -13.4543, 0, -13.4519, -13.4474, -13.313
71, 7450, 1, 0, 0, 1, 1, 0, 109240, 0, 0, 0.286976, 0.086976, 0.4445, 12.8844, 0, 0, -13.1883, 0, -13.1859, -13.1814, -13.0908
72, 7451, 1, 0, 0, 1, 2, 0, 109240, 0, 0, 0.286592, 0.086592, 0.4205, 12.9838, 0, 0, 0.385189, 0, 0.387489, 0.391789, 0.497389
72, 7452, 1, 0, 0, 1, 2, 0, 109254, 0, 0, 0.287104, 0.087104, 0.38, 13.1188, 0, 0, 0.159189, 0, 0.161489, 0.165589, 0.294589
72, 7453, 1, 0, 0, 1, 2, 0, 109268, 0, 0, 0.28784, 0.08784, 0.4343, 13.3501, 0, 0, 0.035989, 0, 0.038389, 0.042589, 0.157089
71, 7454, 1, 0, 0, 1, 1, 0, 109296, 0, 0, 0.287936, 0.087936, 0.3679, 13.425, 0, 0, -13.7067, 0, -13.7044, -13.6998, -13.5757
71, 7455, 1, 0, 0, 1, 1, 0, 109310, 0, 0, 0.287552, 0.087552, 0.3986, 13.539, 0, 0, -13.5731, 0, -13.5709, -13.5666, -13.4564
71, 7456, 1, 0, 0, 1, 1, 0, 109323, 0, 0, 0.285856, 0.085856, 0.3878, 12.9374, 0, 0, -13.3076, 0, -13.3053, -13.3007, -13.1701
72, 7457, 1, 0, 0, 1, 2, 0, 109323, 0, 0, 0.287008, 0.087008, 0.3798, 13.0157, 0, 0, 0.396689, 0, 0.399089, 0.403889, 0.523789
72, 7458, 1, 0, 0, 1, 2, 0, 109337, 0, 0, 0.288736, 0.088736, 0.4324, 12.9935, 0, 0, 0.192389, 0, 0.194689, 0.198989, 0.315689
72, 7459, 1, 0, 0, 1, 2, 0, 109351, 0, 0, 0.284864, 0.084864, 0.3673, 13.3959, 0, 0, 0.00698899, 0, 0.00928899, 0.013689, 0.099289
71, 7460, 1, 0, 0, 1, 1, 0, 109379, 0, 0, 0.28992, 0.08992, 0.4065, 13.3672, 0, 0, -13.7864, 0, -13.7835, -13.779, -13.6924
71, 7461, 1, 0, 0, 1, 1, 0, 109393, 0, 0, 0.285216, 0.085216, 0.4371, 13.4598, 0, 0, -13.6238, 0, -13.6215, -13.6161, -13.5263
71, 7462, 1, 0, 0, 1, 1, 0, 109407, 0, 0, 0.288416, 0.088416, 0.4192, 13.0689, 0, 0, -13.3356, 0, -13.3332, -13.329, -13.2172
72, 7463, 1, 0, 0, 1, 2, 0, 109407, 0, 0, 0.2872, 0.0872, 0.3542, 13.0256, 0, 0, 0.393789, 0, 0.396289, 0.401289, 0.508189
72, 7464, 1, 0, 0, 1, 2, 0, 109421, 0, 0, 0.285856, 0.085856, 0.326, 13.118, 0, 0, 0.100289, 0, 0.102389, 0.106589, 0.220989
73, 7465, 1, 0, 0, 1, 2, 0, 109435, 0, 0, 0.288832, 0.088832, 0.3606, 13.6459, 0, 0, -0.059711, 0, -0.057411, -0.053111, 0.00218899
71, 7466, 1, 0, 0, 1, 1, 0, 109463, 0, 0, 0.289344, 0.089344, 0.4328, 13.4474, 0, 0, -13.7095, 0, -13.7071, -13.7024, -13.5854
71, 7467, 1, 0, 0, 1, 1, 0, 109477, 0, 0, 0.287808, 0.087808, 0.3744, 13.426, 0, 0, -13.4866, 0, -13.4843, -13.4799, -13.3751
71, 7468, 1, 0, 0, 1, 1, 0, 109491, 0, 0, 0.285568, 0.085568, 0.3418, 13.0724, 0, 0, -13.2931, 0, -13.291, -13.2866, -13.1713
72, 7469, 1, 0, 0, 1, 2, 0, 109491, 0, 0, 0.285824, 0.085824, 0.3654, 13.0985, 0, 0, 0.397789, 0, 0.400189, 0.404589, 0.516089
72, 7470, 1, 0, 0, 1, 2, 0, 109504, 0, 0, 0.284928, 0.084928, 0.3542, 13.0676, 0, 0, 0.250689, 0, 0.252989, 0.257289, 0.315089
72, 7471, 1, 0, 0, 1, 2, 0, 109518, 0, 0, 0.28624, 0.08624, 0.414, 13.4001, 0, 0, -0.013111, 0, -0.010811, -0.00651101, 0.110589
